[2026-06-15 15:07:03] === overnight driver START ===
[2026-06-15 15:18:50] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=43%  0.1=46%  0.25=61%  0.5=61% | best=0.25 (61%, n=28)  <-- BEATS control
[2026-06-15 18:29:32] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=39%  0.1=14%  0.25=18%  0.5=18% | best=0.0 (39%, n=28)
[2026-06-15 18:31:28] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=64%  2.0=36%  5.0=18%  10.0=11% | best=0.0 (64%, n=28)  <-- BEATS control
[2026-06-15 18:34:01] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=64%  0.1=50%  0.25=39%  0.5=39% | best=0.0 (64%, n=28)  <-- BEATS control
[2026-06-15 18:36:35] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=36%  0.1=54%  0.25=54%  0.5=46% | best=0.1 (54%, n=28)  <-- BEATS control
[2026-06-15 18:38:39] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=61%  1.15=36%  1.3=39%  1.5=39% | best=1.0 (61%, n=28)  <-- BEATS control
[2026-06-15 18:42:20] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=21%  0.1=25%  0.25=7%  0.5=32% | best=0.5 (32%, n=28)
[2026-06-15 18:44:13] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=50%  2.0=43%  5.0=25%  10.0=11% | best=0.0 (50%, n=28)
[2026-06-15 18:46:34] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=54%  0.1=61%  0.25=29%  0.5=32% | best=0.1 (61%, n=28)  <-- BEATS control
[2026-06-15 18:48:58] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=46%  0.1=36%  0.25=54%  0.5=46% | best=0.25 (54%, n=28)  <-- BEATS control
[2026-06-15 18:50:56] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=50%  1.15=32%  1.3=29%  1.5=25% | best=1.0 (50%, n=28)
[2026-06-15 18:54:02] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=21%  0.1=32%  0.25=21%  0.5=32% | best=0.1 (32%, n=28)
[2026-06-15 18:55:57] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=39%  2.0=46%  5.0=21%  10.0=29% | best=2.0 (46%, n=28)
[2026-06-15 18:58:49] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=50%  0.1=39%  0.25=43%  0.5=36% | best=0.0 (50%, n=28)
[2026-06-15 19:01:22] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=54%  0.1=54%  0.25=46%  0.5=68% | best=0.5 (68%, n=28)  <-- BEATS control
[2026-06-15 19:03:39] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=57%  1.15=43%  1.3=21%  1.5=21% | best=1.0 (57%, n=28)  <-- BEATS control
[2026-06-15 19:07:31] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=29%  0.1=7%  0.25=29%  0.5=29% | best=0.0 (29%, n=28)
[2026-06-15 19:09:37] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=54%  2.0=36%  5.0=21%  10.0=18% | best=0.0 (54%, n=28)  <-- BEATS control
[2026-06-15 19:12:06] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=68%  0.1=32%  0.25=43%  0.5=39% | best=0.0 (68%, n=28)  <-- BEATS control
[2026-06-15 19:14:30] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=36%  0.1=54%  0.25=46%  0.5=50% | best=0.1 (54%, n=28)  <-- BEATS control
[2026-06-15 19:16:24] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=61%  1.15=29%  1.3=25%  1.5=4% | best=1.0 (61%, n=28)  <-- BEATS control
[2026-06-15 19:16:26] self-play: launched chunk (init=selfplay_overnight.pt)
[2026-06-15 19:19:41] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=25%  0.1=29%  0.25=32%  0.5=29% | best=0.25 (32%, n=28)
[2026-06-15 19:21:42] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=46%  2.0=43%  5.0=18%  10.0=18% | best=0.0 (46%, n=28)
[2026-06-15 19:24:29] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=36%  0.1=57%  0.25=57%  0.5=46% | best=0.1 (57%, n=28)  <-- BEATS control
[2026-06-15 19:26:52] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=54%  0.1=46%  0.25=71%  0.5=71% | best=0.25 (71%, n=28)  <-- BEATS control
[2026-06-15 19:28:59] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=43%  1.15=46%  1.3=29%  1.5=25% | best=1.15 (46%, n=28)
[2026-06-15 19:32:50] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=18%  0.1=25%  0.25=32%  0.5=21% | best=0.25 (32%, n=28)
[2026-06-15 19:34:42] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=36%  2.0=29%  5.0=18%  10.0=25% | best=0.0 (36%, n=28)
[2026-06-15 19:37:01] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=25%  0.1=50%  0.25=46%  0.5=36% | best=0.1 (50%, n=28)
[2026-06-15 19:39:34] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=54%  0.1=46%  0.25=50%  0.5=43% | best=0.0 (54%, n=28)  <-- BEATS control
[2026-06-15 19:41:56] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=29%  1.15=46%  1.3=18%  1.5=21% | best=1.15 (46%, n=28)
[2026-06-15 19:45:43] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=36%  0.1=39%  0.25=25%  0.5=36% | best=0.1 (39%, n=28)
[2026-06-15 19:47:51] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=61%  2.0=50%  5.0=29%  10.0=14% | best=0.0 (61%, n=28)  <-- BEATS control
[2026-06-15 19:50:25] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=57%  0.1=57%  0.25=29%  0.5=57% | best=0.0 (57%, n=28)  <-- BEATS control
[2026-06-15 19:52:44] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=46%  0.1=71%  0.25=71%  0.5=43% | best=0.1 (71%, n=28)  <-- BEATS control
[2026-06-15 19:54:28] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=57%  1.15=43%  1.3=39%  1.5=11% | best=1.0 (57%, n=28)  <-- BEATS control
[2026-06-15 19:58:14] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=29%  0.1=29%  0.25=29%  0.5=32% | best=0.5 (32%, n=28)
[2026-06-15 20:00:00] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=46%  2.0=36%  5.0=21%  10.0=21% | best=0.0 (46%, n=28)
[2026-06-15 20:02:26] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=64%  0.1=43%  0.25=50%  0.5=29% | best=0.0 (64%, n=28)  <-- BEATS control
[2026-06-15 20:04:46] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=46%  0.1=50%  0.25=43%  0.5=46% | best=0.1 (50%, n=28)
[2026-06-15 20:06:42] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=57%  1.15=32%  1.3=36%  1.5=21% | best=1.0 (57%, n=28)  <-- BEATS control
[2026-06-15 20:10:16] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=29%  0.1=29%  0.25=39%  0.5=25% | best=0.25 (39%, n=28)
[2026-06-15 20:12:19] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=57%  2.0=29%  5.0=18%  10.0=11% | best=0.0 (57%, n=28)  <-- BEATS control
[2026-06-15 20:14:37] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=57%  0.1=46%  0.25=61%  0.5=50% | best=0.25 (61%, n=28)  <-- BEATS control
[2026-06-15 20:16:51] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=71%  0.1=71%  0.25=43%  0.5=39% | best=0.0 (71%, n=28)  <-- BEATS control
[2026-06-15 20:19:02] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=46%  1.15=43%  1.3=21%  1.5=14% | best=1.0 (46%, n=28)
[2026-06-15 20:22:05] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=32%  0.1=25%  0.25=39%  0.5=32% | best=0.25 (39%, n=28)
[2026-06-15 20:22:07] self-play: launched chunk (init=selfplay_overnight.pt)
[2026-06-15 20:24:23] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=29%  2.0=57%  5.0=21%  10.0=18% | best=2.0 (57%, n=28)  <-- BEATS control
[2026-06-15 20:27:10] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=39%  0.1=36%  0.25=39%  0.5=25% | best=0.0 (39%, n=28)
[2026-06-15 20:29:29] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=50%  0.1=43%  0.25=46%  0.5=39% | best=0.0 (50%, n=28)
[2026-06-15 20:31:22] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=54%  1.15=36%  1.3=39%  1.5=25% | best=1.0 (54%, n=28)  <-- BEATS control
[2026-06-15 20:34:54] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=36%  0.1=29%  0.25=29%  0.5=14% | best=0.0 (36%, n=28)
[2026-06-15 20:37:05] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=36%  2.0=36%  5.0=11%  10.0=11% | best=0.0 (36%, n=28)
[2026-06-15 20:39:38] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=54%  0.1=61%  0.25=54%  0.5=36% | best=0.1 (61%, n=28)  <-- BEATS control
[2026-06-15 20:42:05] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=71%  0.1=43%  0.25=39%  0.5=36% | best=0.0 (71%, n=28)  <-- BEATS control
[2026-06-15 20:43:59] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=71%  1.15=46%  1.3=32%  1.5=7% | best=1.0 (71%, n=28)  <-- BEATS control
[2026-06-15 20:47:13] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=32%  0.1=43%  0.25=36%  0.5=29% | best=0.1 (43%, n=28)
[2026-06-15 21:13:35] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=54%  2.0=61%  5.0=21%  10.0=14% | best=2.0 (61%, n=28)  <-- BEATS control
[2026-06-15 21:16:20] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=32%  0.1=57%  0.25=36%  0.5=39% | best=0.1 (57%, n=28)  <-- BEATS control
[2026-06-15 21:18:47] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=43%  0.1=46%  0.25=39%  0.5=43% | best=0.1 (46%, n=28)
[2026-06-15 21:21:06] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=46%  1.15=43%  1.3=32%  1.5=21% | best=1.0 (46%, n=28)
[2026-06-15 21:24:56] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=32%  0.1=18%  0.25=21%  0.5=14% | best=0.0 (32%, n=28)
[2026-06-15 21:26:52] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=57%  2.0=39%  5.0=14%  10.0=11% | best=0.0 (57%, n=28)  <-- BEATS control
[2026-06-15 21:29:27] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=61%  0.1=39%  0.25=39%  0.5=36% | best=0.0 (61%, n=28)  <-- BEATS control
[2026-06-15 21:31:54] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=43%  0.1=39%  0.25=36%  0.5=46% | best=0.5 (46%, n=28)
[2026-06-15 21:33:59] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=57%  1.15=57%  1.3=25%  1.5=14% | best=1.0 (57%, n=28)  <-- BEATS control
[2026-06-15 21:37:36] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=36%  0.1=36%  0.25=21%  0.5=25% | best=0.0 (36%, n=28)
[2026-06-15 21:39:35] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=54%  2.0=68%  5.0=29%  10.0=14% | best=2.0 (68%, n=28)  <-- BEATS control
[2026-06-15 21:42:06] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=61%  0.1=36%  0.25=36%  0.5=39% | best=0.0 (61%, n=28)  <-- BEATS control
[2026-06-15 21:44:28] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=46%  0.1=39%  0.25=43%  0.5=36% | best=0.0 (46%, n=28)
[2026-06-15 21:46:34] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=36%  1.15=39%  1.3=46%  1.5=11% | best=1.3 (46%, n=28)
[2026-06-15 21:46:36] self-play: launched chunk (init=selfplay_overnight.pt)
[2026-06-15 21:50:14] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=29%  0.1=25%  0.25=29%  0.5=25% | best=0.0 (29%, n=28)
[2026-06-15 21:52:08] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=46%  2.0=57%  5.0=11%  10.0=25% | best=2.0 (57%, n=28)  <-- BEATS control
[2026-06-15 21:54:46] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=43%  0.1=39%  0.25=46%  0.5=36% | best=0.25 (46%, n=28)
[2026-06-15 21:57:15] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=39%  0.1=36%  0.25=39%  0.5=39% | best=0.0 (39%, n=28)
[2026-06-15 21:59:19] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=57%  1.15=32%  1.3=46%  1.5=14% | best=1.0 (57%, n=28)  <-- BEATS control
[2026-06-15 22:02:53] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=36%  0.1=18%  0.25=18%  0.5=21% | best=0.0 (36%, n=28)
[2026-06-15 22:04:50] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=75%  2.0=54%  5.0=29%  10.0=0% | best=0.0 (75%, n=28)  <-- BEATS control
[2026-06-15 22:07:25] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=36%  0.1=54%  0.25=36%  0.5=36% | best=0.1 (54%, n=28)  <-- BEATS control
[2026-06-15 22:09:52] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=39%  0.1=43%  0.25=36%  0.5=50% | best=0.5 (50%, n=28)
[2026-06-15 22:12:02] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=43%  1.15=36%  1.3=21%  1.5=14% | best=1.0 (43%, n=28)
[2026-06-15 22:15:44] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=29%  0.1=25%  0.25=25%  0.5=18% | best=0.0 (29%, n=28)
[2026-06-15 22:17:39] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=56%  2.0=39%  5.0=29%  10.0=25% | best=0.0 (56%, n=25)  <-- BEATS control
[2026-06-15 22:17:42] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:17:44] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:17:46] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=0%  1.15=0%  1.3=0%  1.5=0% | best=1.0 (0%, n=0)
[2026-06-15 22:17:48] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:17:50] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=0%  2.0=0%  5.0=0%  10.0=0% | best=0.0 (0%, n=0)
[2026-06-15 22:17:52] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:17:54] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:17:56] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=0%  1.15=0%  1.3=0%  1.5=0% | best=1.0 (0%, n=0)
[2026-06-15 22:17:58] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:00] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=0%  2.0=0%  5.0=0%  10.0=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:02] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:04] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:06] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=0%  1.15=0%  1.3=0%  1.5=0% | best=1.0 (0%, n=0)
[2026-06-15 22:18:08] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:10] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=0%  2.0=0%  5.0=0%  10.0=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:12] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:14] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:16] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=0%  1.15=0%  1.3=0%  1.5=0% | best=1.0 (0%, n=0)
[2026-06-15 22:18:18] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:20] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=0%  2.0=0%  5.0=0%  10.0=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:22] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:24] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:26] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=0%  1.15=0%  1.3=0%  1.5=0% | best=1.0 (0%, n=0)
[2026-06-15 22:18:29] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:31] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=0%  2.0=0%  5.0=0%  10.0=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:33] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:35] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:37] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=0%  1.15=0%  1.3=0%  1.5=0% | best=1.0 (0%, n=0)
[2026-06-15 22:18:39] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:41] oracle    ORACLE_BIAS [2P vs comet_reaper] 0.0=0%  2.0=0%  5.0=0%  10.0=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:43] precog    PRECOG_OPP_STRENGTH [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:45] maestro   MAESTRO_GAIN [2P vs comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
[2026-06-15 22:18:47] helmsman  HELMSMAN_HORIZON_MULT [2P vs comet_reaper] 1.0=0%  1.15=0%  1.3=0%  1.5=0% | best=1.0 (0%, n=0)
[2026-06-15 22:18:49] kingmaker KINGMAKER_LEADER_WEIGHT [focal-4P vs 3x comet_reaper] 0.0=0%  0.1=0%  0.25=0%  0.5=0% | best=0.0 (0%, n=0)
